Trade-#,Instrument,Account,Strategy,Market pos.,Quantity,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cumprofit,Commission,MAE,MFE,ETD,Bars,Outcome,Side
1,NQ 03-20,Replay101,20_20,Short,1,8828.5,8823.25,01/02/2020 8:01 AM,01/02/2020 8:02 AM,Entry,Target1,105,105,0,15,115,10,0,-1,-1
2,NQ 03-20,Replay101,20_20,Long,1,8825.5,8820.75,01/02/2020 8:17 AM,01/02/2020 8:20 AM,Entry,Stop1,-95,10,0,100,20,115,0,-1,1
3,NQ 03-20,Replay101,20_20,Short,1,8820,8825,01/02/2020 8:30 AM,01/02/2020 8:30 AM,Entry,Stop1,-100,-90,0,100,30,130,0,-1,-1
4,NQ 03-20,Replay101,20_20,Long,1,8820.5,8825.5,01/02/2020 8:32 AM,01/02/2020 8:33 AM,Entry,Target1,100,10,0,70,100,0,0,1,1
5,NQ 03-20,Replay101,20_20,Short,1,8833.75,8838.5,01/02/2020 8:34 AM,01/02/2020 8:35 AM,Entry,Stop1,-95,-85,0,100,10,105,0,-1,-1
6,NQ 03-20,Replay101,20_20,Short,1,8840,8844.75,01/02/2020 8:36 AM,01/02/2020 8:36 AM,Entry,Stop1,-95,-180,0,100,10,105,0,-1,-1
7,NQ 03-20,Replay101,20_20,Short,1,8846.5,8851.5,01/02/2020 8:37 AM,01/02/2020 8:40 AM,Entry,Stop1,-100,-280,0,100,85,185,0,-1,-1
8,NQ 03-20,Replay101,20_20,Short,1,8848.5,8843.5,01/02/2020 8:40 AM,01/02/2020 8:42 AM,Entry,Target1,100,-180,0,30,100,0,0,1,-1
9,NQ 03-20,Replay101,20_20,Short,1,8838.75,8833.75,01/02/2020 8:49 AM,01/02/2020 8:52 AM,Entry,Target1,100,-80,0,60,100,0,0,1,-1
10,NQ 03-20,Replay101,20_20,Long,1,8838,8834.75,01/02/2020 8:52 AM,01/02/2020 8:54 AM,Entry,Stop1,-65,-145,0,100,0,0,0,-1,1
11,NQ 03-20,Replay101,20_20,Long,1,8836.5,8841.5,01/02/2020 8:54 AM,01/02/2020 8:56 AM,Entry,Target1,100,-45,0,15,100,0,0,1,1
12,NQ 03-20,Replay101,20_20,Short,1,8845.25,8840.25,01/02/2020 9:00 AM,01/02/2020 9:01 AM,Entry,Target1,100,55,0,5,100,0,0,1,-1
13,NQ 03-20,Replay101,20_20,Long,1,8837.75,8833.25,01/02/2020 9:03 AM,01/02/2020 9:11 AM,Entry,Stop1,-90,-35,0,95,75,165,0,-1,1
14,NQ 03-20,Replay101,20_20,Long,1,8814.25,8819.25,01/02/2020 9:17 AM,01/02/2020 9:18 AM,Entry,Target1,100,65,0,40,100,0,0,1,1
15,NQ 03-20,Replay101,20_20,Short,1,8811.75,8806.75,01/02/2020 9:21 AM,01/02/2020 9:23 AM,Entry,Target1,100,165,0,70,100,0,0,1,-1
16,NQ 03-20,Replay101,20_20,Short,1,8803.75,8808.75,01/02/2020 9:24 AM,01/02/2020 9:24 AM,Entry,Stop1,-100,65,0,100,10,110,0,-1,-1
17,NQ 03-20,Replay101,20_20,Short,1,8806.5,8811.5,01/02/2020 9:25 AM,01/02/2020 9:26 AM,Entry,Stop1,-100,-35,0,100,25,125,0,-1,-1
18,NQ 03-20,Replay101,20_20,Short,1,8815,8810,01/02/2020 9:30 AM,01/02/2020 9:32 AM,Entry,Target1,100,65,0,60,100,0,0,1,-1
19,NQ 03-20,Replay101,20_20,Long,1,8814.25,8809.25,01/02/2020 9:32 AM,01/02/2020 9:38 AM,Entry,Stop1,-100,-35,0,100,60,160,0,-1,1
20,NQ 03-20,Replay101,20_20,Long,1,8810.5,8815.5,01/02/2020 9:39 AM,01/02/2020 9:42 AM,Entry,Target1,100,65,0,45,100,0,0,1,1
21,NQ 03-20,Replay101,20_20,Short,1,8815.25,8820.25,01/02/2020 9:48 AM,01/02/2020 9:55 AM,Entry,Stop1,-100,-35,0,100,85,185,0,-1,-1
22,NQ 03-20,Replay101,20_20,Long,1,8830.25,8825.25,01/02/2020 10:07 AM,01/02/2020 10:30 AM,Entry,Stop1,-100,-135,0,100,75,175,0,-1,1
23,NQ 03-20,Replay101,20_20,Long,1,8810.5,8815.5,01/02/2020 10:36 AM,01/02/2020 10:38 AM,Entry,Target1,100,-35,0,0,100,0,0,1,1
24,NQ 03-20,Replay101,20_20,Short,1,8828.75,8833.75,01/02/2020 11:15 AM,01/02/2020 11:16 AM,Entry,Stop1,-100,-135,0,100,10,110,0,-1,-1
25,NQ 03-20,Replay101,20_20,Short,1,8841.25,8836.25,01/02/2020 11:43 AM,01/02/2020 12:17 PM,Entry,Target1,100,-35,0,70,100,0,0,1,-1
26,NQ 03-20,Replay101,20_20,Long,1,8840.5,8835.75,01/02/2020 12:21 PM,01/02/2020 12:42 PM,Entry,Stop1,-95,-130,0,100,0,0,0,-1,1
27,NQ 03-20,Replay101,20_20,Short,1,8838.75,8843.75,01/02/2020 12:54 PM,01/02/2020 12:57 PM,Entry,Stop1,-100,-230,0,100,0,0,0,-1,-1
28,NQ 03-20,Replay101,20_20,Short,1,8863.75,8868.75,01/02/2020 2:19 PM,01/02/2020 2:34 PM,Entry,Stop1,-100,-330,0,100,10,110,0,-1,-1
29,NQ 03-20,Replay101,20_20,Long,1,8889.25,8894.25,01/02/2020 3:01 PM,01/02/2020 3:09 PM,Entry,Target1,100,-230,0,30,100,0,0,1,1
30,NQ 03-20,Replay101,20_20,Long,1,8902,8897,01/02/2020 6:06 PM,01/02/2020 7:36 PM,Entry,Stop1,-100,-330,0,100,90,190,0,-1,1
31,NQ 03-20,Replay101,20_20,Long,1,8875.5,8870.5,01/02/2020 8:00 PM,01/02/2020 8:06 PM,Entry,Stop1,-100,-430,0,100,40,140,0,-1,1
32,NQ 03-20,Replay101,20_20,Long,1,8857,8852,01/02/2020 8:21 PM,01/02/2020 8:21 PM,Entry,Stop1,-100,-530,0,100,0,0,0,-1,1
33,NQ 03-20,Replay101,20_20,Long,1,8845.5,8840.5,01/02/2020 8:27 PM,01/02/2020 8:27 PM,Entry,Stop1,-100,-630,0,100,40,140,0,-1,1
34,NQ 03-20,Replay101,20_20,Short,1,8851,8846,01/02/2020 8:37 PM,01/02/2020 8:39 PM,Entry,Target1,100,-530,0,30,100,0,0,1,-1
35,NQ 03-20,Replay101,20_20,Long,1,8841.5,8836.75,01/02/2020 8:44 PM,01/02/2020 8:45 PM,Entry,Stop1,-95,-625,0,95,45,140,0,-1,1
36,NQ 03-20,Replay101,20_20,Short,1,8838.5,8843.5,01/02/2020 8:51 PM,01/02/2020 8:52 PM,Entry,Stop1,-100,-725,0,100,20,120,0,-1,-1
37,NQ 03-20,Replay101,20_20,Short,1,8835,8830,01/02/2020 9:13 PM,01/02/2020 9:13 PM,Entry,Target1,100,-625,0,0,100,0,0,1,-1
38,NQ 03-20,Replay101,20_20,Long,1,8811.75,8816.75,01/02/2020 9:27 PM,01/02/2020 9:30 PM,Entry,Target1,100,-525,0,15,105,5,0,1,1
39,NQ 03-20,Replay101,20_20,Long,1,8815,8820,01/02/2020 9:45 PM,01/02/2020 9:48 PM,Entry,Target1,100,-425,0,10,100,0,0,1,1
40,NQ 03-20,Replay101,20_20,Long,1,8832.75,8828,01/02/2020 10:08 PM,01/02/2020 10:12 PM,Entry,Stop1,-95,-520,0,100,15,110,0,-1,1
41,NQ 03-20,Replay101,20_20,Long,1,8817.5,8822.5,01/02/2020 11:20 PM,01/02/2020 11:25 PM,Entry,Target1,100,-420,0,30,100,0,0,1,1
42,NQ 03-20,Replay101,20_20,Long,1,8824,8819,01/02/2020 11:45 PM,01/02/2020 11:55 PM,Entry,Stop1,-100,-520,0,100,30,130,0,-1,1
43,NQ 03-20,Replay101,20_20,Short,1,8808.75,8813.75,01/03/2020 12:15 AM,01/03/2020 12:20 AM,Entry,Stop1,-100,-620,0,100,0,0,0,-1,-1
44,NQ 03-20,Replay101,20_20,Short,1,8813.25,8818.25,01/03/2020 1:17 AM,01/03/2020 1:19 AM,Entry,Stop1,-100,-720,0,100,5,105,0,-1,-1
45,NQ 03-20,Replay101,20_20,Short,1,8813.5,8818.5,01/03/2020 1:21 AM,01/03/2020 1:25 AM,Entry,Stop1,-100,-820,0,100,55,155,0,-1,-1
46,NQ 03-20,Replay101,20_20,Long,1,8800.75,8805.75,01/03/2020 1:49 AM,01/03/2020 1:50 AM,Entry,Target1,100,-720,0,10,100,0,0,1,1
47,NQ 03-20,Replay101,20_20,Long,1,8783.25,8788.25,01/03/2020 2:00 AM,01/03/2020 2:00 AM,Entry,Target1,100,-620,0,25,100,0,0,1,1
48,NQ 03-20,Replay101,20_20,Short,1,8800,8795,01/03/2020 2:20 AM,01/03/2020 2:25 AM,Entry,Target1,100,-520,0,0,100,0,0,1,-1
49,NQ 03-20,Replay101,20_20,Short,1,8800,8795,01/03/2020 2:40 AM,01/03/2020 2:45 AM,Entry,Target1,100,-420,0,20,100,0,0,1,-1
50,NQ 03-20,Replay101,20_20,Short,1,8798.5,8793.5,01/03/2020 2:52 AM,01/03/2020 3:00 AM,Entry,Target1,100,-320,0,40,100,0,0,1,-1
51,NQ 03-20,Replay101,20_20,Long,1,8782,8777.25,01/03/2020 3:09 AM,01/03/2020 3:12 AM,Entry,Stop1,-95,-415,0,100,50,145,0,-1,1
52,NQ 03-20,Replay101,20_20,Short,1,8777.5,8772.5,01/03/2020 3:21 AM,01/03/2020 3:42 AM,Entry,Target1,100,-315,0,80,100,0,0,1,-1
53,NQ 03-20,Replay101,20_20,Short,1,8778.75,8773.75,01/03/2020 4:10 AM,01/03/2020 4:12 AM,Entry,Target1,100,-215,0,5,100,0,0,1,-1
54,NQ 03-20,Replay101,20_20,Short,1,8777.5,8772.5,01/03/2020 4:26 AM,01/03/2020 4:33 AM,Entry,Target1,100,-115,0,0,100,0,0,1,-1
55,NQ 03-20,Replay101,20_20,Long,1,8771.75,8766.75,01/03/2020 4:35 AM,01/03/2020 4:39 AM,Entry,Stop1,-100,-215,0,100,20,120,0,-1,1
56,NQ 03-20,Replay101,20_20,Short,1,8742.75,8747.75,01/03/2020 5:00 AM,01/03/2020 5:04 AM,Entry,Stop1,-100,-315,0,100,40,140,0,-1,-1
57,NQ 03-20,Replay101,20_20,Short,1,8752.5,8757.5,01/03/2020 5:12 AM,01/03/2020 5:18 AM,Entry,Stop1,-100,-415,0,100,75,175,0,-1,-1
58,NQ 03-20,Replay101,20_20,Short,1,8760,8755,01/03/2020 5:21 AM,01/03/2020 5:32 AM,Entry,Target1,100,-315,0,40,100,0,0,1,-1
59,NQ 03-20,Replay101,20_20,Short,1,8756.25,8761.25,01/03/2020 5:46 AM,01/03/2020 5:47 AM,Entry,Stop1,-100,-415,0,100,10,110,0,-1,-1
60,NQ 03-20,Replay101,20_20,Short,1,8780,8775,01/03/2020 6:20 AM,01/03/2020 6:24 AM,Entry,Target1,100,-315,0,20,110,10,0,1,-1
61,NQ 03-20,Replay101,20_20,Long,1,8772.75,8777.75,01/03/2020 6:55 AM,01/03/2020 7:00 AM,Entry,Target1,100,-215,0,5,100,0,0,1,1
62,NQ 03-20,Replay101,20_20,Long,1,8803.25,8798.25,01/03/2020 7:23 AM,01/03/2020 7:33 AM,Entry,Stop1,-100,-315,0,100,80,180,0,-1,1
63,NQ 03-20,Replay101,20_20,Long,1,8796.25,8791.25,01/03/2020 7:36 AM,01/03/2020 7:39 AM,Entry,Stop1,-100,-415,0,100,20,120,0,-1,1
64,NQ 03-20,Replay101,20_20,Long,1,8795.5,8800.5,01/03/2020 7:46 AM,01/03/2020 7:50 AM,Entry,Target1,100,-315,0,10,100,0,0,1,1
65,NQ 03-20,Replay101,20_20,Long,1,8793.5,8788.75,01/03/2020 7:54 AM,01/03/2020 7:56 AM,Entry,Stop1,-95,-410,0,100,100,195,0,-1,1
66,NQ 03-20,Replay101,20_20,Long,1,8792,8797,01/03/2020 7:56 AM,01/03/2020 8:02 AM,Entry,Target1,100,-310,0,45,100,0,0,1,1
67,NQ 03-20,Replay101,20_20,Long,1,8786.5,8783.5,01/03/2020 8:15 AM,01/03/2020 8:21 AM,Entry,Stop1,-60,-370,0,95,45,105,0,-1,1
68,NQ 03-20,Replay101,20_20,Long,1,8781.75,8776.75,01/03/2020 8:27 AM,01/03/2020 8:27 AM,Entry,Stop1,-100,-470,0,100,10,110,0,-1,1
69,NQ 03-20,Replay101,20_20,Short,1,8816.25,8821.25,01/03/2020 8:37 AM,01/03/2020 8:38 AM,Entry,Stop1,-100,-570,0,100,35,135,0,-1,-1
70,NQ 03-20,Replay101,20_20,Short,1,8825,8820,01/03/2020 8:39 AM,01/03/2020 8:39 AM,Entry,Target1,100,-470,0,15,100,0,0,1,-1
71,NQ 03-20,Replay101,20_20,Long,1,8823,8828,01/03/2020 8:39 AM,01/03/2020 8:42 AM,Entry,Target1,100,-370,0,90,100,0,0,1,1
72,NQ 03-20,Replay101,20_20,Long,1,8839,8834.5,01/03/2020 8:44 AM,01/03/2020 8:45 AM,Entry,Stop1,-90,-460,0,95,15,105,0,-1,1
73,NQ 03-20,Replay101,20_20,Long,1,8832.25,8828,01/03/2020 8:47 AM,01/03/2020 8:48 AM,Entry,Stop1,-85,-545,0,95,15,100,0,-1,1
74,NQ 03-20,Replay101,20_20,Long,1,8819.25,8824.25,01/03/2020 8:56 AM,01/03/2020 8:57 AM,Entry,Target1,100,-445,0,0,100,0,0,1,1
75,NQ 03-20,Replay101,20_20,Short,1,8818.75,8813.75,01/03/2020 9:01 AM,01/03/2020 9:02 AM,Entry,Target1,100,-345,0,0,100,0,0,1,-1
76,NQ 03-20,Replay101,20_20,Long,1,8814.25,8809.25,01/03/2020 9:02 AM,01/03/2020 9:02 AM,Entry,Stop1,-100,-445,0,100,10,110,0,-1,1
77,NQ 03-20,Replay101,20_20,Short,1,8814.75,8819.75,01/03/2020 9:06 AM,01/03/2020 9:09 AM,Entry,Stop1,-100,-545,0,100,80,180,0,-1,-1
78,NQ 03-20,Replay101,20_20,Short,1,8817.5,8822.5,01/03/2020 9:10 AM,01/03/2020 9:12 AM,Entry,Stop1,-100,-645,0,100,20,120,0,-1,-1
79,NQ 03-20,Replay101,20_20,Short,1,8828,8832.75,01/03/2020 9:35 AM,01/03/2020 9:36 AM,Entry,Stop1,-95,-740,0,100,20,115,0,-1,-1
80,NQ 03-20,Replay101,20_20,Long,1,8828,8833,01/03/2020 9:40 AM,01/03/2020 9:42 AM,Entry,Target1,100,-640,0,30,100,0,0,1,1
81,NQ 03-20,Replay101,20_20,Short,1,8832.5,8827.5,01/03/2020 9:46 AM,01/03/2020 9:50 AM,Entry,Target1,100,-540,0,40,100,0,0,1,-1
82,NQ 03-20,Replay101,20_20,Short,1,8817.75,8822.75,01/03/2020 9:55 AM,01/03/2020 9:57 AM,Entry,Stop1,-100,-640,0,100,35,135,0,-1,-1
83,NQ 03-20,Replay101,20_20,Long,1,8818,8814.25,01/03/2020 10:02 AM,01/03/2020 10:03 AM,Entry,Stop1,-75,-715,0,100,0,0,0,-1,1
84,NQ 03-20,Replay101,20_20,Long,1,8810.5,8815.5,01/03/2020 10:12 AM,01/03/2020 10:13 AM,Entry,Target1,100,-615,0,10,100,0,0,1,1
85,NQ 03-20,Replay101,20_20,Short,1,8815.25,8820.25,01/03/2020 10:15 AM,01/03/2020 10:17 AM,Entry,Stop1,-100,-715,0,100,55,155,0,-1,-1
86,NQ 03-20,Replay101,20_20,Short,1,8820,8824.75,01/03/2020 10:27 AM,01/03/2020 10:34 AM,Entry,Stop1,-95,-810,0,100,40,135,0,-1,-1
87,NQ 03-20,Replay101,20_20,Short,1,8832.5,8837.5,01/03/2020 10:56 AM,01/03/2020 11:00 AM,Entry,Stop1,-100,-910,0,100,0,0,0,-1,-1
88,NQ 03-20,Replay101,20_20,Short,1,8848.75,8842,01/03/2020 11:07 AM,01/03/2020 11:13 AM,Entry,Target1,135,-775,0,45,145,10,0,1,-1
89,NQ 03-20,Replay101,20_20,Short,1,8843.75,8848.75,01/03/2020 11:30 AM,01/03/2020 11:33 AM,Entry,Stop1,-100,-875,0,100,10,110,0,-1,-1
90,NQ 03-20,Replay101,20_20,Short,1,8852.5,8857.25,01/03/2020 11:43 AM,01/03/2020 11:50 AM,Entry,Stop1,-95,-970,0,100,30,125,0,-1,-1
91,NQ 03-20,Replay101,20_20,Long,1,8855.5,8850.5,01/03/2020 12:02 PM,01/03/2020 12:07 PM,Entry,Stop1,-100,-1070,0,100,10,110,0,-1,1
92,NQ 03-20,Replay101,20_20,Long,1,8844,8849,01/03/2020 12:20 PM,01/03/2020 12:25 PM,Entry,Target1,100,-970,0,5,100,0,0,1,1
93,NQ 03-20,Replay101,20_20,Long,1,8821.75,8826.75,01/03/2020 12:38 PM,01/03/2020 12:39 PM,Entry,Target1,100,-870,0,55,100,0,0,1,1
94,NQ 03-20,Replay101,20_20,Short,1,8831.5,8836,01/03/2020 12:58 PM,01/03/2020 12:59 PM,Entry,Stop1,-90,-960,0,100,25,115,0,-1,-1
95,NQ 03-20,Replay101,20_20,Short,1,8830.25,8825.25,01/03/2020 1:03 PM,01/03/2020 1:04 PM,Entry,Target1,100,-860,0,30,100,0,0,1,-1
96,NQ 03-20,Replay101,20_20,Long,1,8828.75,8823.75,01/03/2020 1:07 PM,01/03/2020 1:09 PM,Entry,Stop1,-100,-960,0,100,10,110,0,-1,1
97,NQ 03-20,Replay101,20_20,Short,1,8843.75,8838.75,01/03/2020 2:05 PM,01/03/2020 2:10 PM,Entry,Target1,100,-860,0,20,100,0,0,1,-1
98,NQ 03-20,Replay101,20_20,Short,1,8833.75,8828.75,01/03/2020 2:21 PM,01/03/2020 2:24 PM,Entry,Target1,100,-760,0,20,100,0,0,1,-1
99,NQ 03-20,Replay101,20_20,Long,1,8821.5,8817.5,01/03/2020 2:32 PM,01/03/2020 2:50 PM,Entry,Stop1,-80,-840,0,95,85,165,0,-1,1
100,NQ 03-20,Replay101,20_20,Long,1,8820.5,8825.5,01/03/2020 2:50 PM,01/03/2020 2:51 PM,Entry,Target1,100,-740,0,5,100,0,0,1,1
101,NQ 03-20,Replay101,20_20,Long,1,8821.75,8816.75,01/03/2020 2:56 PM,01/03/2020 2:57 PM,Entry,Stop1,-100,-840,0,100,10,110,0,-1,1
102,NQ 03-20,Replay101,20_20,Long,1,8813,8808,01/03/2020 3:00 PM,01/03/2020 3:00 PM,Entry,Stop1,-100,-940,0,100,10,110,0,-1,1
103,NQ 03-20,Replay101,20_20,Short,1,8811.75,8806.75,01/03/2020 3:06 PM,01/03/2020 3:30 PM,Entry,Target1,100,-840,0,80,105,5,0,1,-1
104,NQ 03-20,Replay101,20_20,Long,1,8810.5,8810.5,01/03/2020 3:59 PM,01/04/2020 11:26 AM,Entry,Target1,0,-840,0,10,35,35,0,1,1
105,NQ 03-20,Replay101,20_20,Short,1,8759,8754,01/05/2020 5:16 PM,01/05/2020 5:17 PM,Entry,Target1,100,-740,0,0,100,0,0,1,-1
106,NQ 03-20,Replay101,20_20,Long,1,8768.25,8764,01/05/2020 5:25 PM,01/05/2020 5:28 PM,Entry,Stop1,-85,-825,0,95,55,140,0,-1,1
107,NQ 03-20,Replay101,20_20,Short,1,8771.5,8766.5,01/05/2020 5:39 PM,01/05/2020 5:42 PM,Entry,Target1,100,-725,0,35,100,0,0,1,-1
108,NQ 03-20,Replay101,20_20,Long,1,8764.5,8769.5,01/05/2020 8:54 PM,01/05/2020 9:26 PM,Entry,Target1,100,-625,0,20,100,0,0,1,1
109,NQ 03-20,Replay101,20_20,Long,1,8788,8783.25,01/05/2020 11:00 PM,01/05/2020 11:16 PM,Entry,Stop1,-95,-720,0,95,35,130,0,-1,1
110,NQ 03-20,Replay101,20_20,Long,1,8775.5,8780.5,01/06/2020 1:25 AM,01/06/2020 1:30 AM,Entry,Target1,100,-620,0,45,105,5,0,1,1
111,NQ 03-20,Replay101,20_20,Short,1,8785.25,8780.25,01/06/2020 1:30 AM,01/06/2020 1:31 AM,Entry,Target1,100,-520,0,10,100,0,0,1,-1
112,NQ 03-20,Replay101,20_20,Long,1,8784,8779.5,01/06/2020 1:33 AM,01/06/2020 1:44 AM,Entry,Stop1,-90,-610,0,100,30,120,0,-1,1
113,NQ 03-20,Replay101,20_20,Short,1,8774,8768.75,01/06/2020 2:02 AM,01/06/2020 2:02 AM,Entry,Target1,105,-505,0,5,105,0,0,1,-1
114,NQ 03-20,Replay101,20_20,Short,1,8755.25,8750.25,01/06/2020 2:31 AM,01/06/2020 2:34 AM,Entry,Target1,100,-405,0,20,100,0,0,1,-1
115,NQ 03-20,Replay101,20_20,Short,1,8750.5,8745.5,01/06/2020 2:38 AM,01/06/2020 2:41 AM,Entry,Target1,100,-305,0,30,100,0,0,1,-1
116,NQ 03-20,Replay101,20_20,Long,1,8735.75,8730.75,01/06/2020 2:49 AM,01/06/2020 2:52 AM,Entry,Stop1,-100,-405,0,100,0,0,0,-1,1
117,NQ 03-20,Replay101,20_20,Long,1,8729.25,8724.5,01/06/2020 3:30 AM,01/06/2020 3:32 AM,Entry,Stop1,-95,-500,0,95,5,100,0,-1,1
118,NQ 03-20,Replay101,20_20,Short,1,8735.25,8740.25,01/06/2020 3:52 AM,01/06/2020 3:54 AM,Entry,Stop1,-100,-600,0,100,0,0,0,-1,-1
119,NQ 03-20,Replay101,20_20,Long,1,8740.75,8745.75,01/06/2020 4:02 AM,01/06/2020 4:04 AM,Entry,Target1,100,-500,0,30,100,0,0,1,1
120,NQ 03-20,Replay101,20_20,Long,1,8745.75,8740.75,01/06/2020 4:38 AM,01/06/2020 4:46 AM,Entry,Stop1,-100,-600,0,100,70,170,0,-1,1
121,NQ 03-20,Replay101,20_20,Long,1,8742,8747,01/06/2020 4:47 AM,01/06/2020 4:53 AM,Entry,Target1,100,-500,0,5,100,0,0,1,1
122,NQ 03-20,Replay101,20_20,Long,1,8748.25,8743.25,01/06/2020 5:43 AM,01/06/2020 5:47 AM,Entry,Stop1,-100,-600,0,100,10,110,0,-1,1
123,NQ 03-20,Replay101,20_20,Long,1,8747,8752,01/06/2020 5:51 AM,01/06/2020 6:06 AM,Entry,Target1,100,-500,0,20,100,0,0,1,1
124,NQ 03-20,Replay101,20_20,Long,1,8755.75,8760.75,01/06/2020 6:17 AM,01/06/2020 6:36 AM,Entry,Target1,100,-400,0,85,100,0,0,1,1
125,NQ 03-20,Replay101,20_20,Short,1,8761.5,8756.5,01/06/2020 6:48 AM,01/06/2020 7:00 AM,Entry,Target1,100,-300,0,40,100,0,0,1,-1
126,NQ 03-20,Replay101,20_20,Long,1,8745.75,8750.75,01/06/2020 7:16 AM,01/06/2020 7:22 AM,Entry,Target1,100,-200,0,20,100,0,0,1,1
127,NQ 03-20,Replay101,20_20,Short,1,8755,8750,01/06/2020 8:12 AM,01/06/2020 8:17 AM,Entry,Target1,100,-100,0,25,100,0,0,1,-1
128,NQ 03-20,Replay101,20_20,Short,1,8737.5,8732.5,01/06/2020 8:29 AM,01/06/2020 8:30 AM,Entry,Target1,100,0,0,80,110,10,0,1,-1
129,NQ 03-20,Replay101,20_20,Long,1,8762,8757.25,01/06/2020 8:32 AM,01/06/2020 8:33 AM,Entry,Stop1,-95,-95,0,100,40,135,0,-1,1
130,NQ 03-20,Replay101,20_20,Short,1,8762.5,8767,01/06/2020 8:35 AM,01/06/2020 8:36 AM,Entry,Stop1,-90,-185,0,100,40,130,0,-1,-1
131,NQ 03-20,Replay101,20_20,Long,1,8771.75,8776.75,01/06/2020 8:43 AM,01/06/2020 8:45 AM,Entry,Target1,100,-85,0,5,105,5,0,1,1
132,NQ 03-20,Replay101,20_20,Short,1,8782.75,8787.75,01/06/2020 8:47 AM,01/06/2020 8:48 AM,Entry,Stop1,-100,-185,0,100,10,110,0,-1,-1
133,NQ 03-20,Replay101,20_20,Short,1,8789,8784,01/06/2020 8:51 AM,01/06/2020 8:55 AM,Entry,Target1,100,-85,0,90,100,0,0,1,-1
134,NQ 03-20,Replay101,20_20,Short,1,8789,8793.75,01/06/2020 8:56 AM,01/06/2020 8:56 AM,Entry,Stop1,-95,-180,0,95,45,140,0,-1,-1
135,NQ 03-20,Replay101,20_20,Short,1,8795.75,8800.75,01/06/2020 8:59 AM,01/06/2020 9:02 AM,Entry,Stop1,-100,-280,0,100,70,170,0,-1,-1
136,NQ 03-20,Replay101,20_20,Long,1,8804.25,8809.25,01/06/2020 9:16 AM,01/06/2020 9:19 AM,Entry,Target1,100,-180,0,25,100,0,0,1,1
137,NQ 03-20,Replay101,20_20,Long,1,8813.25,8818.25,01/06/2020 9:21 AM,01/06/2020 9:22 AM,Entry,Target1,100,-80,0,20,100,0,0,1,1
138,NQ 03-20,Replay101,20_20,Long,1,8817,8812,01/06/2020 9:29 AM,01/06/2020 9:31 AM,Entry,Stop1,-100,-180,0,100,20,120,0,-1,1
139,NQ 03-20,Replay101,20_20,Long,1,8810.75,8805.75,01/06/2020 9:36 AM,01/06/2020 9:40 AM,Entry,Stop1,-100,-280,0,100,0,0,0,-1,1
140,NQ 03-20,Replay101,20_20,Short,1,8816.5,8821.5,01/06/2020 9:42 AM,01/06/2020 9:42 AM,Entry,Stop1,-100,-380,0,100,0,0,0,-1,-1
141,NQ 03-20,Replay101,20_20,Long,1,8825.75,8820.75,01/06/2020 9:58 AM,01/06/2020 10:01 AM,Entry,Stop1,-100,-480,0,100,20,120,0,-1,1
142,NQ 03-20,Replay101,20_20,Short,1,8829,8824,01/06/2020 10:19 AM,01/06/2020 10:26 AM,Entry,Target1,100,-380,0,60,100,0,0,1,-1
143,NQ 03-20,Replay101,20_20,Long,1,8828.25,8833.25,01/06/2020 10:29 AM,01/06/2020 10:31 AM,Entry,Target1,100,-280,0,10,100,0,0,1,1
144,NQ 03-20,Replay101,20_20,Short,1,8831.75,8826.75,01/06/2020 10:34 AM,01/06/2020 10:47 AM,Entry,Target1,100,-180,0,35,100,0,0,1,-1
145,NQ 03-20,Replay101,20_20,Long,1,8820.75,8815.75,01/06/2020 11:09 AM,01/06/2020 11:13 AM,Entry,Stop1,-100,-280,0,100,20,120,0,-1,1
146,NQ 03-20,Replay101,20_20,Short,1,8812.75,8817.75,01/06/2020 11:18 AM,01/06/2020 11:22 AM,Entry,Stop1,-100,-380,0,100,0,0,0,-1,-1
147,NQ 03-20,Replay101,20_20,Short,1,8817.75,8822.5,01/06/2020 11:34 AM,01/06/2020 11:42 AM,Entry,Stop1,-95,-475,0,100,60,155,0,-1,-1
148,NQ 03-20,Replay101,20_20,Long,1,8833,8828.5,01/06/2020 12:26 PM,01/06/2020 1:00 PM,Entry,Stop1,-90,-565,0,95,65,155,0,-1,1
149,NQ 03-20,Replay101,20_20,Long,1,8830.5,8835.5,01/06/2020 1:05 PM,01/06/2020 1:10 PM,Entry,Target1,100,-465,0,5,100,0,0,1,1
150,NQ 03-20,Replay101,20_20,Short,1,8841.5,8836.5,01/06/2020 1:24 PM,01/06/2020 1:42 PM,Entry,Target1,100,-365,0,30,100,0,0,1,-1
151,NQ 03-20,Replay101,20_20,Short,1,8836.5,8841.5,01/06/2020 2:05 PM,01/06/2020 2:10 PM,Entry,Stop1,-100,-465,0,100,10,110,0,-1,-1
152,NQ 03-20,Replay101,20_20,Short,1,8858.75,8863.5,01/06/2020 2:54 PM,01/06/2020 2:55 PM,Entry,Stop1,-95,-560,0,100,20,115,0,-1,-1
153,NQ 03-20,Replay101,20_20,Short,1,8859,8864,01/06/2020 2:55 PM,01/06/2020 2:58 PM,Entry,Stop1,-100,-660,0,100,5,105,0,-1,-1
154,NQ 03-20,Replay101,20_20,Long,1,8853,8848,01/06/2020 3:10 PM,01/06/2020 3:12 PM,Entry,Stop1,-100,-760,0,100,25,125,0,-1,1
